က/v|ခြင်း/part	ကခြင်း
မြန်မာ့/n|တပ်မတော်/n	မြန်မာ့တပ်မတော်
မြန်မာ့/n|တပ်မတော်/n|နေ့/n	မြန်မာ့တပ်မတော်နေ့
မြန်မာ့/n|တိုင်းရင်းဆေး/n	မြန်မာ့တိုင်းရင်းဆေး
မြန်မာ့/n|တေးဂီတ/n	မြန်မာ့တေးဂီတ
မြန်မာ့/n|နည်း/n	မြန်မာ့နည်း
မြန်မာ့/n|နိုင်ငံ/n|ရေး/part	မြန်မာ့နိုင်ငံရေး
မြန်မာ့/n|ပညာ/n|ရေး/part|စနစ်/n	မြန်မာ့ပညာရေးစနစ်
မြန်မာ့/n|ဖွဲ့စည်းပုံ/n|အခြေခံ/n|ဥပဒေ/n	မြန်မာ့ဖွဲ့စည်းပုံအခြေခံဥပဒေ
မြန်မာ့/n|ဖွဲ့စည်းအုပ်ချုပ်ပုံ/n|အခြေခံ/n|ဥပဒေ/n	မြန်မာ့ဖွဲ့စည်းအုပ်ချုပ်ပုံအခြေခံဥပဒေ
မြန်မာ့/n|ဗျူဟာ/n|ဂျာနယ်/n	မြန်မာ့ဗျူဟာဂျာနယ်
မြန်မာ့/n|မင်း/n|နေပြည်တော်/n	မြန်မာ့မင်းနေပြည်တော်
မြန်မာ့/n|မိတ်ဆွေ/n|မဂ္ဂဇင်း/n	မြန်မာ့မိတ်ဆွေမဂ္ဂဇင်း
မြန်မာ့/n|မြေ/n	မြန်မာ့မြေ
မြန်မာ့/n|ယဉ်ကျေး/adj|မှု/part	မြန်မာ့ယဉ်ကျေးမှု
မြန်မာ့/n|ရာဇဝင်/n	မြန်မာ့ရာဇဝင်
မြန်မာ့/n|ရိုးရာ/n|ယဉ်ကျေး/adj|မှု/part	မြန်မာ့ရိုးရာယဉ်ကျေးမှု
မြန်မာ့/n|ရုပ်ရှင်/n	မြန်မာ့ရုပ်ရှင်
မြန်မာ့/n|ရုပ်ရှင်/n|ထူးချွန်ဆု/n	မြန်မာ့ရုပ်ရှင်ထူးချွန်ဆု
မြန်မာ့/n|ရုပ်ရှင်/n|ထူးချွန်ဆုပေးပွဲ/n	မြန်မာ့ရုပ်ရှင်ထူးချွန်ဆုပေးပွဲ
မြန်မာ့/n|ရုပ်ရှင်/n|မြှင့်တင်/v|ရေး/part|အဖွဲ့/n	မြန်မာ့ရုပ်ရှင်မြှင့်တင်ရေးအဖွဲ့
မြန်မာ့/n|ရုပ်ရှင်/n|အကယ်ဒမီ/n|ဆု/n	မြန်မာ့ရုပ်ရှင်အကယ်ဒမီဆု
မြန်မာ့/n|ရုပ်ရှင်/n|အကယ်ဒမီ/n|ထူးချွန်ဆု/n	မြန်မာ့ရုပ်ရှင်အကယ်ဒမီထူးချွန်ဆု
မြန်မာ့/n|ရေ/n|ပိုင်နက်/n	မြန်မာ့ရေပိုင်နက်
မြန်မာ့/n|ရေနံ/n	မြန်မာ့ရေနံ
မြန်မာ့/n|ရွာ/n	မြန်မာ့ရွာ
မြန်မာ့/n|လက်နက်/n|ကိုင်/v|တပ်/n	မြန်မာ့လက်နက်ကိုင်တပ်
မြန်မာ့/n|လက်နက်/n|နိုင်ငံ/n	မြန်မာ့လက်နက်နိုင်ငံ
မြန်မာ့/n|လက်အောက်ခံ/n	မြန်မာ့လက်အောက်ခံ
မြန်မာ့/n|လူနေမှု/n|ဘဝ/n	မြန်မာ့လူနေမှုဘဝ
မြန်မာ့/n|လေကြောင်း/n	မြန်မာ့လေကြောင်း
မြန်မာ့/n|လေတပ်/n	မြန်မာ့လေတပ်
မြန်မာ့/n|လွတ်လပ်/v|ရေး/part	မြန်မာ့လွတ်လပ်ရေး
မြန်မာ့/n|သမိုင်း/n	မြန်မာ့သမိုင်း
မြန်မာ့/n|သမိုင်း/n|စာမျက်နှာ/n	မြန်မာ့သမိုင်းစာမျက်နှာ
မြန်မာ့/n|သမိုင်း/n|ဆရာ/n	မြန်မာ့သမိုင်းဆရာ
မြန်မာ့/n|သယံဇာတ/n	မြန်မာ့သယံဇာတ
မြန်မာ့/n|သားကောင်းရတနာ/n	မြန်မာ့သားကောင်းရတနာ
မြန်မာ့/n|ဟန်/n	မြန်မာ့ဟန်
မြန်မာ့/n|အခြေခံ/n|ဥပဒေ/n	မြန်မာ့အခြေခံဥပဒေ
မြန်မာ့/n|အခြေအနေ/n	မြန်မာ့အခြေအနေ
မြန်မာ့/n|အစားအစာ/n	မြန်မာ့အစားအစာ
မြန်မာ့/n|အမျိုးသား/n	မြန်မာ့အမျိုးသား
မြန်မာ့/n|အမျိုးသား/n|တပ်မတော်/n	မြန်မာ့အမျိုးသားတပ်မတော်
မြန်မာ့/n|အမျိုးသား/n|ရေး/part	မြန်မာ့အမျိုးသားရေး
မြန်မာ့/n|အမျိုးသား/n|ရေးရာ/n|လှုပ်ရှား/v|မှု/part	မြန်မာ့အမျိုးသားရေးရာလှုပ်ရှားမှု
မြန်မာ့/n|အရေး/n	မြန်မာ့အရေး
မြန်မာ့/n|အရေး/n|ဆိုင်ရာ/n	မြန်မာ့အရေးဆိုင်ရာ
မြန်မာ့/n|အသံ/n	မြန်မာ့အသံ
မြန်မာ့/n|အသံ/n|နှင့်/conj|ရုပ်မြင်သံကြား/n|ဌာန/n	မြန်မာ့အသံနှင့်ရုပ်မြင်သံကြားဌာန
မြန်မာ့/n|အုပ်ချုပ်/v|ရေး/part	မြန်မာ့အုပ်ချုပ်ရေး
မြန်မာ့အလင်း/n|သတင်းစာ/n	မြန်မာ့အလင်းသတင်းစာ
မြန်မာ့အလင်း/n|သတင်းစာတိုက်/n	မြန်မာ့အလင်းသတင်းစာတိုက်
မြဝတီ/n|ကျောင်း/n	မြဝတီကျောင်း
မြဝတီမင်းကြီး/n|ဦးစ/n	မြဝတီမင်းကြီးဦးစ
မြသိန်းတန်/n|စေတီ/n	မြသိန်းတန်စေတီ
မြသိန်းတန်/n|စေတီတော်/n	မြသိန်းတန်စေတီတော်
မြား/n|သွား/n	မြားသွား
မြိတ်/n|ကျွန်းစု/n	မြိတ်ကျွန်းစု
မြိတ်/n|ခရိုင်/n	မြိတ်ခရိုင်
မြိတ်/n|စိမ်းစားငါးပိ/n	မြိတ်စိမ်းစားငါးပိ
မြိတ်/n|ဒေသ/n	မြိတ်ဒေသ
မြိတ်/n|မြို့/n	မြိတ်မြို့
မြိတ်/n|မြို့သူ/n|မြို့သား/n	မြိတ်မြို့သူမြို့သား
မြိတ်/n|ရာဇဝင်/n	မြိတ်ရာဇဝင်
မြိတ်/n|လုံချည်/n	မြိတ်လုံချည်
မြိတ်/n|အနောက်/n|ကျွန်းစု/n	မြိတ်အနောက်ကျွန်းစု
မြိုင်/n|မြို့/n	မြိုင်မြို့
မြို့/n|တွင်း/n	မြို့တွင်း
မြို့/n|ပြင်/n	မြို့ပြင်
မြို့/n|မြေပုံ/n	မြို့မြေပုံ
မြို့/n|လယ်/n	မြို့လယ်
မြို့/n|သက်တမ်း/n	မြို့သက်တမ်း
မြို့တော်/n|ခန်းမ/n	မြို့တော်ခန်းမ
မြို့တော်/n|ပြတိုက်/n	မြို့တော်ပြတိုက်
မြို့တော်/n|ရန်ကုန်/n	မြို့တော်ရန်ကုန်
မြို့တော်/n|အသစ်/n	မြို့တော်အသစ်
မြို့ပြ/n|ကြီး/part	မြို့ပြကြီး
မြို့ပြ/n|နိုင်ငံ/n	မြို့ပြနိုင်ငံ
မြို့ပြ/n|အင်ဂျင်နီယာ/n	မြို့ပြအင်ဂျင်နီယာ
မြို့ပြ/n|အင်္ဂါ/n	မြို့ပြအင်္ဂါ
မြို့မ/n|ကျောင်း/n	မြို့မကျောင်း
မြို့မ/n|ဈေး/n	မြို့မဈေး
မြို့မ/n|အထက်တန်း/n|ကျောင်း/n	မြို့မအထက်တန်းကျောင်း
မြို့မ/n|ဦးသန်းကြွယ်/n	မြို့မဦးသန်းကြွယ်
မြို့လုံးကျွတ်/n|သံဃဒါန/n|ဆွမ်းဆန်စိမ်း/n|လောင်းလှူပွဲ/n|ကြီး/part	မြို့လုံးကျွတ်သံဃဒါနဆွမ်းဆန်စိမ်းလောင်းလှူပွဲကြီး
မြို့လှ/n|မြို့/n	မြို့လှမြို့
မြို့ဦး/n|ဗလီ/n	မြို့ဦးဗလီ
မြူနီစီပယ်/n|ရုံး/n	မြူနီစီပယ်ရုံး
မြူနီစီပယ်/n|ရုံး/n|ကြီး/part	မြူနီစီပယ်ရုံးကြီး
မြူနီစီပယ်/n|အဖွဲ့/n	မြူနီစီပယ်အဖွဲ့
မြူနီစီပါယ်/n|အုပ်ချုပ်/v|ရေး/part|မြို့တော်/n	မြူနီစီပါယ်အုပ်ချုပ်ရေးမြို့တော်
မြေ/n|ငလျင်/n	မြေငလျင်
မြေ/n|နတ်/n	မြေနတ်
မြေ/n|နေရာ/n	မြေနေရာ
မြေ/n|ပိုင်ရှင်/n	မြေပိုင်ရှင်
မြေ/n|မျက်နှာပြင်/n	မြေမျက်နှာပြင်
မြေ/n|မျက်နှာသွင်ပြင်/n	မြေမျက်နှာသွင်ပြင်
မြေ/n|အောက်/n	မြေအောက်
မြေ/n|ဧရိယာ/n	မြေဧရိယာ
မြေကြီး/n|ရောင်/n	မြေကြီးရောင်
မြေစာရင်း/n|ဌာန/n	မြေစာရင်းဌာန
မြေဆီ/n|မြေဩဇာ/n	မြေဆီမြေဩဇာ
မြေတိုင်း/n|အဖွဲ့/n	မြေတိုင်းအဖွဲ့
မြေတ္ထု/n|ပစ္စည်း/n	မြေတ္ထုပစ္စည်း
မြေထဲပင်လယ်/n|ကမ်းခြေ/n	မြေထဲပင်လယ်ကမ်းခြေ
မြေဒူး/n|မင်းတရားကြီး/n	မြေဒူးမင်းတရားကြီး
မြေနိမ့်/n|လွင်ပြင်/n	မြေနိမ့်လွင်ပြင်
မြေနိမ့်ပိုင်း/n|ဒေသ/n	မြေနိမ့်ပိုင်းဒေသ
မြေနိမ့်မြစ်ဝှမ်း/n|လွင်ပြင်/n|ဒေသ/n	မြေနိမ့်မြစ်ဝှမ်းလွင်ပြင်ဒေသ
မြေနိမ့်လွင်ပြင်/n|ဒေသ/n	မြေနိမ့်လွင်ပြင်ဒေသ
မြေပုံ/n|ဆွဲ/v	မြေပုံဆွဲ
မြေပုံ/n|လမ်းညွှန်/n	မြေပုံလမ်းညွှန်
မြေပုံ/n|အညွှန်း/n	မြေပုံအညွှန်း
မြေပြင်/n|ဖိအား/n	မြေပြင်ဖိအား
မြေပြင်/n|ဝန်ထမ်း/n	မြေပြင်ဝန်ထမ်း
မြေပြန့်/n|ဒေသ/n	မြေပြန့်ဒေသ
မြေယာ/n|လုပ်သား/n	မြေယာလုပ်သား
မြေရှင်/n|ကြီး/part	မြေရှင်ကြီး
မြောက်/n|ပင်လယ်/n	မြောက်ပင်လယ်
