ဆရာကြီး/n|ဦးစိန်/n	ဆရာကြီးဦးစိန်
ခေါင်းဆောင်/v|မှု/part	ခေါင်းဆောင်မှု
ဂျပန်/n|စကားလုံး/n	ဂျပန်စကားလုံး
ပေါင်းထည့်/v|ခြင်း/part	ပေါင်းထည့်ခြင်း
ဆဲလ်/n|နံရံ/n	ဆဲလ်နံရံ
ပြည်တန်ဆာ/n|မိန်းမ/n	ပြည်တန်ဆာမိန်းမ
သား/n|ငယ်/n	သားငယ်
လယ်ယာ/n|ကဏ္ဍ/n	လယ်ယာကဏ္ဍ
ထူထောင်/v|ရေး/part	ထူထောင်ရေး
ထုတ်လုပ်/v|မှု/part	ထုတ်လုပ်မှု
တိုးတက်/v|ရေး/part	တိုးတက်ရေး
လူသား/n|ချင်း/part|စာနာ/v|ထောက်ထား/v	လူသားချင်းစာနာထောက်ထား
ကူညီ/v|ထောက်ပံ့/v|မှု/part	ကူညီထောက်ပံ့မှု
ပါတိတ်/n|လုံချည်/n	ပါတိတ်လုံချည်
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ထုတ်လုပ်/v|မှု/part	ထုတ်လုပ်မှု
ဟိုတယ်/n|အကူ/n	ဟိုတယ်အကူ
ယခု/n|ခေတ်/n	ယခုခေတ်
ဟိနာယ/n|ဗုဒ္ဓ/n|အယူဝါဒ/n	ဟိနာယဗုဒ္ဓအယူဝါဒ
လေးစား/v|ကြည်ညို/v|သူ/n	လေးစားကြည်ညိုသူ
ခရစ်ယာန်/n|ဘာသာ/n	ခရစ်ယာန်ဘာသာ
ကိုးကွယ်/v|သူ/n	ကိုးကွယ်သူ
ဗိုလ်ချုပ်/n|အောင်ဆန်း/n	ဗိုလ်ချုပ်အောင်ဆန်း
ဘဝ/n|ရည်မှန်း/v|ချက်/part	ဘဝရည်မှန်းချက်
ငဝန်/n|မြစ်ကမ်း/n	ငဝန်မြစ်ကမ်း
ကုန်း/n|တွင်း/n	ကုန်းတွင်း
ပင်လယ်/n|ဆိပ်ကမ်း/n|မြို့/n	ပင်လယ်ဆိပ်ကမ်းမြို့
ကြီး/adj|ခြင်း/part	ကြီးခြင်း
လက်ခံ/n|ဖြတ်ပိုင်း/n	လက်ခံဖြတ်ပိုင်း
ကောင်းကင်/n|တမန်/n	ကောင်းကင်တမန်
အကြံပေး/n|ပုဂ္ဂိုလ်/n	အကြံပေးပုဂ္ဂိုလ်
ဗိုလ်ချုပ်/n|အောင်ဆန်း/n	ဗိုလ်ချုပ်အောင်ဆန်း
ပုန်ကန်/v|မှု/part	ပုန်ကန်မှု
ဘုရင်ခံ/n|ကောင်စီ/n|ဝင်/v	ဘုရင်ခံကောင်စီဝင်
သခင်/n|ထွန်းအုပ်/n	သခင်ထွန်းအုပ်
လူသတ်/v|မှု/part	လူသတ်မှု
နိုဝင်ဘာ/n|လ/n	နိုဝင်ဘာလ
ရန်ကုန်/n|စစ်ရုံးချုပ်/n	ရန်ကုန်စစ်ရုံးချုပ်
လေကြောင်း/n|ရန်/n|ကာကွယ်/v|ရေး/part|ဗိုလ်ချုပ်/n	လေကြောင်းရန်ကာကွယ်ရေးဗိုလ်ချုပ်
ဗိုလ်/n|မိုးကြိုး/n	ဗိုလ်မိုးကြိုး
လက်ထောက်/n|အရာရှိ/n	လက်ထောက်အရာရှိ
ရေနံချောင်း/n|မြို့/n	ရေနံချောင်းမြို့
ကုန်းဇောင်း/n|ရွာ/n	ကုန်းဇောင်းရွာ
ရေနံချောင်း/n|မြို့/n	ရေနံချောင်းမြို့
အမှတ်/n|၁/num|အစိုးရ/n|အထက်တန်း/n	အမှတ်၁အစိုးရအထက်တန်း
မော်လမြိုင်/n|မြို့/n	မော်လမြိုင်မြို့
ကူးတို့/n|သင်္ဘော/n	ကူးတို့သင်္ဘော
စင်္ကာပူ/n|ကျွန်း/n	စင်္ကာပူကျွန်း
ဂျာဗား/n|ကျွန်းသား/n	ဂျာဗားကျွန်းသား
ပင်လယ်/n|မြို့/n	ပင်လယ်မြို့
မြန်မာ/n|စာ/n	မြန်မာစာ
တိကျ/v|မှု/part	တိကျမှု
မန္တလေး/n|တိုင်း/n	မန္တလေးတိုင်း
အပူပိုင်း/n|ဒေသ/n	အပူပိုင်းဒေသ
သမပိုင်း/n|ဒေသ/n	သမပိုင်းဒေသ
ရခိုင်/n|ကမ်းရိုးတန်း/n	ရခိုင်ကမ်းရိုးတန်း
ရွှံ့/n|မီးတောင်/n	ရွှံ့မီးတောင်
တနင်္သာရီ/n|ကမ်းရိုးတန်း/n	တနင်္သာရီကမ်းရိုးတန်း
သံဖြူ/n|သတ္တု/n|သိုက်/n	သံဖြူသတ္တုသိုက်
ည/n|ရှုခင်း/n	ညရှုခင်း
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ဩစတြိုနီးရှန်း/n|စကား/n	ဩစတြိုနီးရှန်းစကား
မွန်/n|ဘာသာ/n	မွန်ဘာသာ
ကျင်းပ/v|ခြင်း/part	ကျင်းပခြင်း
မြန်မာ/n|ကောင်စီ/n	မြန်မာကောင်စီ
ဥပဒေပြု/v|အဖွဲ့/n	ဥပဒေပြုအဖွဲ့
တည်ထောင်/v|ခြင်း/part	တည်ထောင်ခြင်း
စီးပွား/n|ရေး/part	စီးပွားရေး
စုရင်းစု/n|နည်းလမ်း/n	စုရင်းစုနည်းလမ်း
ကွန်ပျူတာ/n|နည်းပညာ/n	ကွန်ပျူတာနည်းပညာ
ဇော်ဂျီ/n|မြန်မာ/n|ဖေါင့်/n	ဇော်ဂျီမြန်မာဖေါင့်
ဇော်ဂျီ/n|ဖောင့်/n	ဇော်ဂျီဖောင့်
ဇော်ဂျီ/n|ကီးဘုတ်/n|ဖိုင်/n	ဇော်ဂျီကီးဘုတ်ဖိုင်
ဗမာ/n|စာ/n|အက္ခရာ/n	ဗမာစာအက္ခရာ
တိုင်းရင်းသား/n|အက္ခရာ/n	တိုင်းရင်းသားအက္ခရာ
ဗမာ/n|စာ/n	ဗမာစာ
ယူနီကုတ်/n|စနစ်/n	ယူနီကုတ်စနစ်
မြန်မာ/n|စာ/n	မြန်မာစာ
ဘုရားသုံးဆူ/n|တောင်ကြား/n|ဒေသ/n	ဘုရားသုံးဆူတောင်ကြားဒေသ
အမေရိကန်/n|နိုင်ငံခြား/n|ရေး/part|ဝန်ကြီးဌာန/n	အမေရိကန်နိုင်ငံခြားရေးဝန်ကြီးဌာန
အငြင်းပွား/v|မှု/part	အငြင်းပွားမှု
ရပ်တည်/v|ချက်/part	ရပ်တည်ချက်
နိုင်ငံခြား/n|ရေး/part|ဝန်ကြီး/n	နိုင်ငံခြားရေးဝန်ကြီး
အမျိုးသား/n|ဒီမိုကရေစီ/n|အဖွဲ့ချုပ်/n	အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်
ဘာသာစကား/n|ဗေဒ/n|သုတေသီ/n	ဘာသာစကားဗေဒသုတေသီ
မေ/n|လ/n	မေလ
ရွေ့ပြောင်း/v|မှု/part	ရွေ့ပြောင်းမှု
တရုတ်/n|လူမျိုး/n	တရုတ်လူမျိုး
ဗုဒ္ဓ/n|ဘာသာ/n	ဗုဒ္ဓဘာသာ
တာအို/n|ဘာသာ/n	တာအိုဘာသာ
ခရစ်ယာန်/n|ဘာသာ/n	ခရစ်ယာန်ဘာသာ
အခန်း/n|ဝန်ဆောင်/v|မှု/part	အခန်းဝန်ဆောင်မှု
လုပ်/v|တဲ့/part|သူ/n	လုပ်တဲ့သူ
ကမ္ဘာ့/n|အံ့ချီး/v|ဖွယ်/part|ရာ/part	ကမ္ဘာ့အံ့ချီးဖွယ်ရာ
အမျိုးသား/n|ဒီမိုကရေစီ/n|အဖွဲ့ချုပ်/n	အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်
အာဇာနည်/n|နေ့/n	အာဇာနည်နေ့
ဆန္ဒပြ/v|မှု/part	ဆန္ဒပြမှု
ကုန်းမြင့်/n|ဒေသ/n	ကုန်းမြင့်ဒေသ
သစ်/n|ကြီး/part	သစ်ကြီး
ဝါး/n|ကြီး/part	ဝါးကြီး
အဖွဲ့အစည်း/n|ကြီး/part	အဖွဲ့အစည်းကြီး
အသုံးပြု/v|သူ/n	အသုံးပြုသူ
ပေး/v|ခြင်း/part	ပေးခြင်း
အိန္ဒိယ/n|နိုင်ငံ/n	အိန္ဒိယနိုင်ငံ
တူရာ/n|ဂုဏ်သတ္တိ/n	တူရာဂုဏ်သတ္တိ
အင်ဒိုဘားမား/n|ရေနံ/n|ကုမ္ပဏီ/n	အင်ဒိုဘားမားရေနံကုမ္ပဏီ
အိုင်ဘီပီ/n|ရေနံ/n|ကုမ္ပဏီ/n	အိုင်ဘီပီရေနံကုမ္ပဏီ
ဘူမိဗေဒ/n|ပညာရှင်/n	ဘူမိဗေဒပညာရှင်
ကျော်ကြား/adj|မှု/part	ကျော်ကြားမှု
အမေရိကန်/n|ဒေါ်လာ/n	အမေရိကန်ဒေါ်လာ
တွက်ချက်/v|ခြင်း/part	တွက်ချက်ခြင်း
လိပ်ခုံး/n|ကျောင်း/n	လိပ်ခုံးကျောင်း
မြန်မာ့/n|အသံ/n|နှင့်/conj|ရုပ်မြင်သံကြား/n|ဌာန/n	မြန်မာ့အသံနှင့်ရုပ်မြင်သံကြားဌာန
ဂျပန်/n|နိုင်ငံ/n	ဂျပန်နိုင်ငံ
တိုကျို/n|မြို့/n	တိုကျိုမြို့
ကုလသမဂ္ဂ/n|တက္ကသိုလ်/n|ဌာနချုပ်/n	ကုလသမဂ္ဂတက္ကသိုလ်ဌာနချုပ်
သင်ကြား/v|ပို့ချ/v|ချက်/part	သင်ကြားပို့ချချက်
နိုင်ငံတော်/n|အလံ/n	နိုင်ငံတော်အလံ
နိုင်ငံတော်/n|အေးချမ်း/v|သာယာ/v|ရေး/part|နှင့်/conj|ဖွံ့ဖြိုး/adj|ရေး/part|ကောင်စီ/n|အစိုးရ/n	နိုင်ငံတော်အေးချမ်းသာယာရေးနှင့်ဖွံ့ဖြိုးရေးကောင်စီအစိုးရ
မြန်မာ/n|နိုင်ငံ/n	မြန်မာနိုင်ငံ
ဖွဲ့စည်း/v|ပုံ/part|အခြေခံ/n|ဥပဒေ/n	ဖွဲ့စည်းပုံအခြေခံဥပဒေ
ပြည်ထောင်စု/n|သမ္မတ/n|မြန်မာ/n|နိုင်ငံတော်/n|အလံ/n	ပြည်ထောင်စုသမ္မတမြန်မာနိုင်ငံတော်အလံ
အောက်တိုဘာ/n|လ/n	အောက်တိုဘာလ
စတင်/v|လွှင့်ထူ/v|ခြင်း/part	စတင်လွှင့်ထူခြင်း
ကင်မရာ/n|ဘက်ထရီ/n	ကင်မရာဘက်ထရီ
နိုင်ငံ/n|ရေး/part|ဘဝ/n	နိုင်ငံရေးဘဝ
တက္ကသိုလ်/n|ကျောင်းသား/n	တက္ကသိုလ်ကျောင်းသား
ရန်ကုန်/n|တက္ကသိုလ်/n|ကျောင်းသား/n	ရန်ကုန်တက္ကသိုလ်ကျောင်းသား
ညှဉ်းပန်းနှိပ်စက်/v|ခံ/v|နေ/part|ရ/part|ခြင်း/part	ညှဉ်းပန်းနှိပ်စက်ခံနေရခြင်း
နိုင်ငံတော်/n|အေးချမ်း/v|သာယာ/v|ရေး/part|နှင့်/conj|ဖွံ့ဖြိုး/adj|ရေး/part|ကောင်စီ/n	နိုင်ငံတော်အေးချမ်းသာယာရေးနှင့်ဖွံ့ဖြိုးရေးကောင်စီ
မြန်မာ/n|ဘာသာ/n	မြန်မာဘာသာ
စစ်/n|အစိုးရ/n	စစ်အစိုးရ
ခေါ်ဆို/v|ခြင်း/part	ခေါ်ဆိုခြင်း
ဓူဝံ/n|ကြယ်/n	ဓူဝံကြယ်
သကြား/n|လုပ်ငန်း/n	သကြားလုပ်ငန်း
ဖိနပ်/n|လုပ်ငန်း/n	ဖိနပ်လုပ်ငန်း
စီးကရက်/n|လုပ်ငန်း/n	စီးကရက်လုပ်ငန်း
သိုး/n|စု/n	သိုးစု
အစိုးရ/n|ဝန်ကြီးဌာန/n	အစိုးရဝန်ကြီးဌာန
နံနက်/n|ပိုင်း/part	နံနက်ပိုင်း
ညနေ/n|ပိုင်း/part	ညနေပိုင်း
လွန်းပျံ/n|ဘတ်စ်ကား/n	လွန်းပျံဘတ်စ်ကား
